807, 617
808, 617
808, 616
810, 616
812, 616
815, 616
816, 616
820, 616
823, 618
831, 621
844, 632
848, 635
860, 646
867, 651
882, 662
887, 669
905, 685
913, 692
928, 708
939, 723
942, 727
947, 736
947, 741
947, 749
947, 753
944, 764
937, 774
933, 780
918, 794
913, 797
898, 806
886, 810
861, 817
826, 822
813, 822
759, 822
740, 822
693, 815
676, 813
651, 806
639, 802
619, 793
607, 785
604, 780
599, 771
599, 767
599, 756
603, 750
614, 732
627, 709
637, 699
654, 676
666, 663
699, 633
712, 621
755, 592
770, 581
829, 540
896, 496
923, 481
1009, 438
1036, 424
1121, 385
1144, 376
1193, 355
1230, 350
1235, 349
1241, 349
1241, 349
1241, 350
1238, 354
1236, 357
1232, 361
1229, 364
1222, 373
1217, 376
1206, 384
1196, 390
1190, 393
1175, 399
1171, 401
1158, 404
1153, 406
1143, 406
1138, 407
1127, 411
1116, 415
1113, 418
1102, 423
1097, 423
1089, 427
1088, 427
1084, 427
1084, 427
