795, 584
796, 584
798, 585
799, 587
807, 596
810, 601
820, 621
828, 631
839, 653
845, 663
843, 666
838, 660
846, 682
857, 704
861, 711
870, 731
873, 736
876, 746
878, 751
883, 758
888, 765
890, 768
893, 770
894, 770
894, 770
895, 763
897, 757
899, 737
901, 726
905, 704
907, 692
912, 665
912, 640
914, 629
914, 599
914, 585
914, 552
914, 538
914, 509
914, 479
916, 465
920, 437
922, 431
928, 414
931, 409
939, 398
942, 395
949, 388
958, 385
961, 383
967, 382
971, 380
980, 378
984, 378
997, 377
1016, 377
1025, 377
1052, 377
1063, 377
1090, 378
1104, 380
1135, 385
1146, 386
1181, 391
1222, 394
1238, 396
1276, 396
1287, 396
1316, 396
1328, 396
1349, 396
1366, 396
1370, 396
1378, 396
1380, 396
1382, 396
1382, 396
1381, 396
1378, 396
1377, 396
1373, 396
1372, 396
1368, 397
1367, 399
1361, 400
1359, 401
1350, 405
1347, 406
1334, 414
1322, 420
1315, 421
1304, 425
