768, 380
776, 380
780, 381
791, 386
796, 389
840, 429
867, 465
887, 492
895, 505
914, 543
923, 560
940, 590
946, 603
959, 635
973, 671
975, 685
979, 712
981, 726
981, 753
981, 765
981, 789
978, 816
976, 825
971, 845
968, 854
957, 872
952, 877
942, 889
935, 892
920, 901
903, 903
894, 905
878, 905
872, 905
859, 900
854, 897
843, 894
834, 888
833, 887
828, 881
828, 880
827, 874
827, 871
827, 859
827, 853
834, 825
849, 795
855, 783
878, 737
887, 720
916, 673
925, 660
948, 629
975, 589
988, 577
1015, 545
1025, 532
1050, 507
1060, 497
1081, 477
1086, 472
1099, 457
1109, 446
1110, 444
1115, 439
1116, 438
1116, 435
1116, 435
1116, 437
1116, 438
1115, 439
1114, 440
1111, 446
1109, 447
1105, 453
1105, 456
