912, 296
910, 297
908, 300
899, 309
894, 316
883, 334
864, 357
856, 367
840, 388
832, 400
812, 427
802, 435
777, 460
751, 486
739, 499
709, 531
696, 542
678, 562
671, 568
655, 583
652, 588
649, 592
648, 594
648, 594
651, 594
659, 594
667, 594
689, 592
701, 588
736, 583
750, 581
793, 573
851, 567
873, 565
928, 562
944, 562
997, 562
1017, 562
1054, 562
1070, 562
1095, 562
1111, 562
1114, 562
1116, 562
1116, 561
1116, 560
1115, 558
1111, 552
1108, 550
1098, 534
1091, 527
1077, 509
1070, 501
1052, 481
1036, 463
1029, 458
1013, 437
1005, 430
989, 407
986, 400
969, 373
954, 347
949, 340
943, 322
941, 318
938, 309
936, 307
936, 300
936, 298
935, 295
935, 294
934, 294
934, 294
934, 295
934, 296
934, 300
934, 301
937, 305
