370, 422
364, 422
360, 422
357, 422
353, 422
352, 422
345, 422
342, 422
334, 424
331, 425
322, 427
311, 427
308, 428
300, 430
296, 430
291, 431
290, 431
286, 431
286, 431
287, 431
290, 431
292, 431
303, 431
307, 431
326, 431
333, 431
356, 431
386, 431
402, 431
448, 431
467, 431
528, 431
553, 431
644, 438
678, 438
794, 438
921, 438
948, 438
1039, 438
1068, 438
1138, 438
1163, 438
1208, 438
1253, 438
1264, 438
1291, 438
1302, 438
1319, 434
1324, 434
1330, 431
1331, 430
1331, 430
1331, 431
1331, 431
1330, 433
1327, 433
1326, 433
1324, 434
1316, 434
1311, 434
1303, 434
1299, 434
1290, 436
1286, 437
1277, 439
1266, 441
1259, 442
1240, 442
1232, 442
1208, 442
1196, 442
1163, 442
1134, 442
1117, 442
1084, 442
1068, 442
1030, 442
